Job Title,Years Exp,Job Type,Industry,Date Posted,Specialization,State,Min Salary,Max Salary,Estimated Salary
ACCOUNT EXECUTIVE / JUNIOR ACCOUNT EXECUTIVE,0,General/Cost Accounting,Construction / Building,12/18/2020,Accounting and Finance,Selangor,2500,2500,2500
Accounts Assistant,0,General/Cost Accounting,Construction / Building,12/29/2020,Accounting and Finance,Selangor,2500,3000,2750
Accounts Assistant,0,General/Cost Accounting,Construction / Building,12/28/2020,Accounting and Finance,Kuala Lumpur,1500,2500,2000
Credit Control Executive / Assistant,0,General/Cost Accounting,Construction / Building,12/22/2020,Accounting and Finance,Selangor,2000,4000,3000
Finance and Corporate Affairs Executive Assistant @ ...,0,General/Cost Accounting,Construction / Building,12/22/2020,Accounting and Finance,Kuala Lumpur,3000,3500,3250
Porters (NUH) Immediate start,0,Hotel/Tourism,Construction / Building,12/26/2020,Hotel Restaurant,Singapore,4200,4800,4500
Sales & Marketing Assistant,1,Marketing/Business Dev,Construction / Building,12/31/2020,Sales Marketing,Selangor,1300,1700,1500
Sales & Marketing Executive,0,Retail Sales,Construction / Building,12/31/2020,Sales Marketing,Kuala Lumpur,2500,2500,2500
Sales Executive (DRONE INDUSTRY / 5 DAYS),1,Sales - Eng/Tech/IT,Construction / Building,12/27/2020,Sales Marketing,Singapore,7500,12000,9750
Graphic Designer (Based in Petaling Jaya),0,Arts/Creative Design,Retail / Merchandise,12/22/2020,Arts Media Communication,Selangor,2500,2500,2500
Commercial Management Trainee Programme,0,Marketing/Business Dev,Retail / Merchandise,12/16/2020,Sales Marketing,Selangor,4000,4500,4250
Outlet Crew (Hartamas Shopping Centre),0,Retail Sales,Retail / Merchandise,12/21/2020,Sales Marketing,Kuala Lumpur,1200,1300,1250
Part Time Crew (AEON Nilai),0,Retail Sales,Retail / Merchandise,12/31/2020,Sales Marketing,Selangor,1200,1300,1250
Part Time Crew (The Mines Seri Kembangan / IOI Mall ...,0,Retail Sales,Retail / Merchandise,12/31/2020,Sales Marketing,Selangor,1200,1300,1250
Sales Executive (Semenyih),3,Sales - Corporate,Retail / Merchandise,12/22/2020,Sales Marketing,Selangor,3000,3500,3250
Sales Promoter,0,Retail Sales,Retail / Merchandise,12/19/2020,Sales Marketing,Melaka,1400,1800,1600
Sales Support Coordinator (FMCG),0,Sales - Corporate,Retail / Merchandise,12/22/2020,Sales Marketing,Selangor,2100,2800,2450
???????  E-commerce salesperson,0,Retail Sales,Retail / Merchandise,12/30/2020,Sales Marketing,Selangor,2000,4000,3000
Admin cum Finance Executive,0,General/Cost Accounting,Education,12/15/2020,Accounting and Finance,Selangor,2500,3000,2750
Coordinator - Accounts Payable,0,General/Cost Accounting,Education,12/22/2020,Accounting and Finance,Selangor,2500,2500,2500
Video Content Producer,0,Advertising,Education,12/21/2020,Arts Media Communication,Kuala Lumpur,2000,2500,2250
Interactive Game Designer,2,IT - Software,Education,12/30/2020,Information Technology,Kuala Lumpur,2000,2500,2250
IT Support,0,IT - Network/Sys/DB Admin,Education,12/15/2020,Information Technology,Selangor,2500,3500,3000
ABA Therapist cum Shadow Aide,0,Education,Education,12/18/2020,Education Training,Kuala Lumpur,2000,2500,2250
Assistant Teacher - Childcare (North-East),0,Education,Education,12/18/2020,Education Training,Singapore,2500,3500,3000
Behavior Therapist,0,Education,Education,12/21/2020,Education Training,Selangor,2500,2500,2500
Biology Teacher,0,Education,Education,12/22/2020,Education Training,Johor,2000,3000,2500
"Center Administrator cum Assistant -  SS5A / 11, ...",0,Education,Education,12/29/2020,Education Training,Selangor,1500,2500,2000
"CENTRE ASSISTANTS (PART-TIME)  SS5A / 11, KELANA JAYA",0,Education,Education,12/29/2020,Education Training,Selangor,500,800,650
Chinese Language Teacher,0,Education,Education,12/17/2020,Education Training,Singapore,6600,8400,7500
Daycare Teacher Intern ?????,0,Education,Education,12/14/2020,Education Training,Kedah,1200,1500,1350
Daycare Tuition Teacher (????? (???????),0,Education,Education,12/23/2020,Education Training,Selangor,2000,4000,3000
Education Consultant,0,Education,Education,12/15/2020,Education Training,Selangor,2500,3000,2750
Education officer,0,Education,Education,12/24/2020,Education Training,Singapore,5400,9000,7200
English Teacher,0,Education,Education,12/17/2020,Education Training,Johor,2000,3000,2500
Executive - Campus Central,2,Education,Education,12/17/2020,Education Training,Selangor,2500,2500,2500
Kid`s Coach / Kindergarten Teacher  in Japan,2,Education,Education,12/17/2020,Education Training,Johor,6000,8000,7000
Kindergarten Teacher,0,Education,Education,12/30/2020,Education Training,Melaka,1500,2500,2000
Kindergarten Teacher,0,Education,Education,12/31/2020,Education Training,Melaka,1500,2500,2000
Mental Arithmetic Trainer,1,Education,Education,12/18/2020,Education Training,Singapore,2500,3500,3000
Preschool Chinese Language Teacher (Islandwide / ...,0,Education,Education,12/14/2020,Education Training,Singapore,6600,9600,8100
Preschool Teacher (Chinese Language),0,Education,Education,12/17/2020,Education Training,Singapore,7500,9000,8250
Research Assistant,0,Education,Education,12/15/2020,Education Training,Penang,2500,2500,2500
Research Assistant Civil Engineering and ...,0,Education,Education,12/21/2020,Education Training,Putrajaya,1500,2500,2000
STUDY COACH (English / Math / Science / ?? Chi ...,0,Education,Education,12/17/2020,Education Training,Johor,2800,3900,3350
Teacher  ?????? 1PM-7PM,1,Education,Education,12/14/2020,Education Training,Selangor,1600,3200,2400
Digital Marketer,0,Digital Marketing,Education,12/18/2020,Sales Marketing,Selangor,2500,4000,3250
Digital Marketer,0,Digital Marketing,Education,12/15/2020,Sales Marketing,Penang,300,500,400
Marketing / Admin Assistant,0,Marketing/Business Dev,Education,12/18/2020,Sales Marketing,Kuala Lumpur,1500,2500,2000
R '& D Software Engineering Intern,0,IT - Software,Retail / Merchandise,12/18/2020,Information Technology,Penang,1500,2500,2000
Payroll Associate,0,Human Resources,Retail / Merchandise,12/29/2020,Human Resource,Penang,2500,3500,3000
Digital Marketing / Social Media,0,Digital Marketing,Retail / Merchandise,12/15/2020,Sales Marketing,Kuala Lumpur,600,900,750
E-Commerce Officer (1 year contract),1,E-commerce,Retail / Merchandise,12/28/2020,Sales Marketing,Kuala Lumpur,2500,2500,2500
Retail Sales (Based at KLCC) (3 months contract),0,Retail Sales,Retail / Merchandise,12/28/2020,Sales Marketing,Kuala Lumpur,2500,2500,2500
Sales Coordinator,0,Sales - Corporate,Retail / Merchandise,12/23/2020,Sales Marketing,Singapore,6000,8400,7200
Sony Fresh Minds (Associates) Program,0,Marketing/Business Dev,Retail / Merchandise,12/28/2020,Sales Marketing,Kuala Lumpur,2500,3500,3000
Back Office Operator,1,Banking/Financial,IT / Software,12/16/2020,Accounting and Finance,Kuala Lumpur,3500,4500,4000
Business Analyst (Software Ind.),2,IT - Software,IT / Software,12/24/2020,Information Technology,Kuala Lumpur,3000,5500,4250
Cloud Software Developer,1,IT - Software,IT / Software,12/30/2020,Information Technology,Kuala Lumpur,2500,2500,2500
DevOps Engineer (AWS),1,IT - Software,IT / Software,12/30/2020,Information Technology,Kuala Lumpur,2500,3500,3000
Fresher Trainees,0,IT - Hardware,IT / Software,12/16/2020,Information Technology,Kuala Lumpur,2500,3500,3000
IT ENGINEER (INTERNSHIP),0,IT - Network/Sys/DB Admin,IT / Software,12/31/2020,Information Technology,Selangor,1500,2500,2000
Junior Software Developer,1,IT - Software,IT / Software,12/30/2020,Information Technology,Penang,2800,3700,3250
MIS Assistant,0,IT - Network/Sys/DB Admin,IT / Software,12/31/2020,Information Technology,Kuala Lumpur,2500,2500,2500
Program Analyst,0,IT - Software,IT / Software,12/20/2020,Information Technology,Singapore,2500,3500,3000
Service Desk Analyst,0,IT - Network/Sys/DB Admin,IT / Software,12/30/2020,Information Technology,Kuala Lumpur,2500,3500,3000
Software Developer,0,IT - Software,IT / Software,12/21/2020,Information Technology,Selangor,2500,3000,2750
Software Engineer (Industrial Training),0,IT - Software,IT / Software,12/31/2020,Information Technology,Penang,500,700,600
Software Engineer | Web Developer,1,IT - Software,IT / Software,12/26/2020,Information Technology,Perak,2500,4000,3250
Digital Marketing (Internship),0,Digital Marketing,IT / Software,12/31/2020,Sales Marketing,Selangor,1500,2500,2000
Sales and Marketing Executive,0,Marketing/Business Dev,IT / Software,12/21/2020,Sales Marketing,Selangor,2500,3000,2750
Sales Trainee,0,Sales - Eng/Tech/IT,IT / Software,12/24/2020,Sales Marketing,Kuala Lumpur,2500,2500,2500
Finance Operation Manager,2,General/Cost Accounting,Entertainment / Media,12/21/2020,Accounting and Finance,Kuala Lumpur,2500,2500,2500
3D Animation - Lighting Artist,0,Arts/Creative Design,Entertainment / Media,12/15/2020,Arts Media Communication,Selangor,1500,2500,2000
Ads Moderation Specialist - Vietnamese Speaking,0,Advertising,Entertainment / Media,12/22/2020,Arts Media Communication,Kuala Lumpur,2500,3500,3000
Ads Moderation Specialist-Cambodian Speaker,0,Advertising,Entertainment / Media,12/22/2020,Arts Media Communication,Kuala Lumpur,2500,3500,3000
Ads Moderation Specialist-Kazakh Speaker,0,Advertising,Entertainment / Media,12/22/2020,Arts Media Communication,Kuala Lumpur,2500,3500,3000
EXECUTIVE - CSR & PUBLIC AFFAIRS,0,Public Relations,Entertainment / Media,12/17/2020,Arts Media Communication,Kuala Lumpur,2500,2500,2500
Social Media News Content Writer (Kisah Dunia Dot Com),0,Journalist/Editors,Entertainment / Media,12/14/2020,Journalism,Melaka,2000,3000,2500
Event Coordinator,0,Marketing/Business Dev,Entertainment / Media,12/26/2020,Sales Marketing,Penang,1500,2500,2000
Project manager,2,Marketing/Business Dev,Entertainment / Media,12/19/2020,Sales Marketing,Kuala Lumpur,2500,2500,2500
Retail Assistant - 1Utama (3 Months),0,Retail Sales,Entertainment / Media,12/22/2020,Sales Marketing,Selangor,1500,2500,2000
Retail Assistant - Bangsar Shopping Centre,0,Retail Sales,Entertainment / Media,12/22/2020,Sales Marketing,Kuala Lumpur,1500,2500,2000
Retail Assistant - Bangsar Village,0,Retail Sales,Entertainment / Media,12/22/2020,Sales Marketing,Kuala Lumpur,1500,2500,2000
Retail Assistant - Contract (3Months),1,Retail Sales,Entertainment / Media,12/22/2020,Sales Marketing,Kuala Lumpur,1500,2500,2000
"Retail Assistant - Gurney Plaza ,Penang (3Months)",1,Retail Sales,Entertainment / Media,12/16/2020,Sales Marketing,Penang,1500,2500,2000
"Retail Assistant - IOI Mall, Putrajaya (3 Months)",0,Retail Sales,Entertainment / Media,12/22/2020,Sales Marketing,Putrajaya,1500,2500,2000
"Retail Assistant - Midvalley Southkey, Johor (3Months)",1,Retail Sales,Entertainment / Media,12/16/2020,Sales Marketing,Johor,1500,2500,2000
Retail Assistant - Subang Empire (3 Months),0,Retail Sales,Entertainment / Media,12/22/2020,Sales Marketing,Selangor,1500,2500,2000
Retail Assistant (Subang Empire)- Full Time,0,Retail Sales,Entertainment / Media,12/23/2020,Sales Marketing,Selangor,1500,2500,2000
Retail Assistant (The Gardens Mall- Contract 3 Months),0,Retail Sales,Entertainment / Media,12/22/2020,Sales Marketing,Kuala Lumpur,1500,2500,2000
Fire Fighting Instructor,0,Training & Dev.,Services,12/30/2020,Education Training,Selangor,1800,3000,2400
SALES & MARKETING EXECUTIVE,0,Marketing/Business Dev,Services,12/24/2020,Sales Marketing,Selangor,2000,4000,3000
Sales Executive ????? (Salary Up to RM5k include ...,0,Retail Sales,Services,12/28/2020,Sales Marketing,Selangor,1800,2700,2250
Event Coordinator,0,Public Relations,Services,12/22/2020,Arts Media Communication,Kuala Lumpur,3500,4000,3750
Banquet Server,1,Hotel/Tourism,Services,12/23/2020,Hotel Restaurant,Kuala Lumpur,2800,3000,2900
Event Management,0,Marketing/Business Dev,Services,12/14/2020,Sales Marketing,Selangor,1500,2500,2000
Accounts Officer,1,General/Cost Accounting,Food & Beverage,12/22/2020,Accounting and Finance,Selangor,2000,2500,2250
KERANI AKAUN,0,General/Cost Accounting,Food & Beverage,12/24/2020,Accounting and Finance,Kuala Lumpur,1300,1800,1550
Brand Designer ???,0,Advertising,Food & Beverage,12/15/2020,Arts Media Communication,Kuala Lumpur,3000,3500,3250
Bartender,0,Food/Beverage/Restaurant,Food & Beverage,12/30/2020,Hotel Restaurant,Penang,1300,1500,1400
Chef ( 5.5 Days / Japanese Cuisine),0,Food/Beverage/Restaurant,Food & Beverage,12/16/2020,Hotel Restaurant,Singapore,8250,9000,8625
CHEF / COOK,0,Food/Beverage/Restaurant,Food & Beverage,12/28/2020,Hotel Restaurant,Kuala Lumpur,2000,4000,3000
F&B Management Trainee - Gross Salary $2.4k - $3k X 30,0,Food/Beverage/Restaurant,Food & Beverage,12/15/2020,Hotel Restaurant,Singapore,7200,9000,8100
Floor Servicing Crew,0,Food/Beverage/Restaurant,Food & Beverage,12/26/2020,Hotel Restaurant,Kuala Lumpur,1500,1700,1600
Hospitality,0,Food/Beverage/Restaurant,Food & Beverage,12/18/2020,Hotel Restaurant,Kuala Lumpur,700,800,750
Kitchen Crew,1,Food/Beverage/Restaurant,Food & Beverage,12/31/2020,Hotel Restaurant,Kuala Lumpur,1200,1600,1400
Kitchen Crew,2,Food/Beverage/Restaurant,Food & Beverage,12/28/2020,Hotel Restaurant,Penang,1800,2500,2150
Kitchen Crew,1,Food/Beverage/Restaurant,Food & Beverage,12/27/2020,Hotel Restaurant,Selangor,1500,2300,1900
Kitchen staff,1,Food/Beverage/Restaurant,Food & Beverage,12/28/2020,Hotel Restaurant,Kuala Lumpur,1300,1700,1500
NON HALAL Japanese Restaurant Kitchen Staff,1,Food/Beverage/Restaurant,Food & Beverage,12/15/2020,Hotel Restaurant,Kuala Lumpur,2200,3000,2600
Restaurant Crew (Full Part Time),0,Food/Beverage/Restaurant,Food & Beverage,12/22/2020,Hotel Restaurant,Johor,1500,2500,2000
Service Crew,1,Food/Beverage/Restaurant,Food & Beverage,12/30/2020,Hotel Restaurant,Kuala Lumpur,1800,2400,2100
Service Crew - 1 year contract,0,Food/Beverage/Restaurant,Food & Beverage,12/26/2020,Hotel Restaurant,Penang,1500,2500,2000
Tea Barista Trainee / Junior / Senior,0,Food/Beverage/Restaurant,Food & Beverage,12/10/2020,Hotel Restaurant,Penang,1800,3000,2400
Waiter  Waitress (Service Crew),0,Food/Beverage/Restaurant,Food & Beverage,12/22/2020,Hotel Restaurant,Kuala Lumpur,1500,3000,2250
Waiter & Waitress & Kitchen,0,Food/Beverage/Restaurant,Food & Beverage,12/16/2020,Hotel Restaurant,Kuala Lumpur,1800,3500,2650
Digital and Social Media Marketing Specialist,0,Digital Marketing,Food & Beverage,12/23/2020,Sales Marketing,Kuala Lumpur,2500,2500,2500
F&B Management Trainee - Gross Salary $2.4k - $3k X 30,0,Food/Beverage/Restaurant,Food & Beverage,12/15/2020,Sales Marketing,Singapore,7200,9000,8100
PENGURUS PEMASARAN,0,Marketing/Business Dev,Food & Beverage,12/24/2020,Sales Marketing,Kuala Lumpur,1500,2000,1750
Sales & Marketing Executive,0,Marketing/Business Dev,Food & Beverage,12/24/2020,Sales Marketing,Selangor,1400,2000,1700
"Sales & Marketing Executive-Investment (Base RM 2,...",0,Sales - Corporate,Food & Beverage,12/23/2020,Sales Marketing,Kuala Lumpur,5000,10000,7500
Social Media Executive,1,Arts/Creative Design,Retail / Merchandise,12/26/2020,Arts Media Communication,Johor,1200,1800,1500
SALES EXECUTIVE,1,Retail Sales,Retail / Merchandise,12/24/2020,Sales Marketing,Penang,1600,3000,2300
Sales Executive,0,Retail Sales,Retail / Merchandise,12/23/2020,Sales Marketing,Penang,2500,2500,2500
Digital Marketing,1,Advertising,Retail / Merchandise,12/25/2020,Arts Media Communication,Selangor,1500,2500,2000
PR cum Marketing Intern (MY market),0,Public Relations,Retail / Merchandise,12/24/2020,Arts Media Communication,Singapore,1500,2500,2000
Junior  Programmer,0,IT - Software,Retail / Merchandise,12/24/2020,Information Technology,Kuala Lumpur,3300,3800,3550
Junior Programmer,1,IT - Software,Retail / Merchandise,12/23/2020,Information Technology,Penang,2500,3000,2750
Junior Web Developer,1,IT - Software,Retail / Merchandise,12/25/2020,Information Technology,Johor,2500,3500,3000
Software Development Engineer,0,IT - Software,Retail / Merchandise,12/14/2020,Information Technology,Kuala Lumpur,1500,2500,2000
Management Trainee,0,Food/Beverage/Restaurant,Retail / Merchandise,12/24/2020,Hotel Restaurant,Kuala Lumpur,2000,2500,2250
E-commerce Assistant,0,E-commerce,Retail / Merchandise,12/24/2020,Sales Marketing,Johor,2500,3000,2750
Hardware Sales & Marketing Executive (Fresh graduates).,0,Sales - Corporate,Retail / Merchandise,12/29/2020,Sales Marketing,Selangor,2500,4000,3250
MANAGEMENT TRAINEE,0,Retail Sales,Retail / Merchandise,12/19/2020,Sales Marketing,Kuala Lumpur,1800,2300,2050
Marketing Executive,0,Marketing/Business Dev,Retail / Merchandise,12/15/2020,Sales Marketing,Kuala Lumpur,2500,4000,3250
Sales Clerk,0,Retail Sales,Retail / Merchandise,12/29/2020,Sales Marketing,Johor,1500,2500,2000
Sales Coordinator,2,Telesales/Telemarketing,Retail / Merchandise,12/29/2020,Sales Marketing,Selangor,2500,2500,2500
SALES EXECUTIVE,2,Retail Sales,Retail / Merchandise,12/23/2020,Sales Marketing,Selangor,3500,5000,4250
"Sales Executive (Bandar Sri Damansara,KL)",1,Sales - Corporate,Retail / Merchandise,12/31/2020,Sales Marketing,Kuala Lumpur,2000,3000,2500
Sales Representative,0,Retail Sales,Retail / Merchandise,12/29/2020,Sales Marketing,Perak,2500,2500,2500
SALES REPRESENTATIVE ( FOODS AND BEVERAGE ),0,Retail Sales,Retail / Merchandise,12/30/2020,Sales Marketing,Selangor,1500,2000,1750
Service Advisor*,0,Retail Sales,Retail / Merchandise,12/19/2020,Sales Marketing,Singapore,2500,3500,3000
Telesales ????????,0,Telesales/Telemarketing,Retail / Merchandise,12/31/2020,Sales Marketing,Penang,2000,4000,3000
Accounting Intern,0,General/Cost Accounting,Healthcare / Medical,12/29/2020,Accounting and Finance,Selangor,600,900,750
Junior Graphic Designer cum Office Assistant,1,Arts/Creative Design,Healthcare / Medical,12/14/2020,Arts Media Communication,Selangor,1500,2500,2000
PHP Developer,0,IT - Software,Healthcare / Medical,12/26/2020,Information Technology,Johor,3367,4533,3950
Hearing Care Consultant,1,Retail Sales,Healthcare / Medical,12/23/2020,Sales Marketing,Singapore,7500,12000,9750
Medical Sales Representative,0,Retail Sales,Healthcare / Medical,12/30/2020,Sales Marketing,Kuala Lumpur,2500,2500,2500
Medical Sales Representative ( Basic + Commission + ...,0,Retail Sales,Healthcare / Medical,12/15/2020,Sales Marketing,Kuala Lumpur,2000,3800,2900
Online Sales Marketing,0,Digital Marketing,Healthcare / Medical,12/30/2020,Sales Marketing,Kuala Lumpur,2000,4000,3000
Products Specialist,0,Marketing/Business Dev,Healthcare / Medical,12/30/2020,Sales Marketing,Johor,2500,2500,2500
Sales Support Coordinator,0,Sales - Corporate,Healthcare / Medical,12/30/2020,Sales Marketing,Kuala Lumpur,2500,2500,2500
Tele sales Representative,0,Telesales/Telemarketing,Healthcare / Medical,12/14/2020,Sales Marketing,Selangor,2500,4500,3500
Telemarketer Executive,1,Telesales/Telemarketing,Healthcare / Medical,12/30/2020,Sales Marketing,Selangor,2500,2500,2500
Accounts Assistant (Fresh Grad welcome) @ Bandar ...,0,General/Cost Accounting,Manufacturing / Production,12/16/2020,Accounting and Finance,Selangor,2000,2600,2300
AI Software Engineer(Sg / MNC / Perm position / ...,0,IT - Software,Manufacturing / Production,12/30/2020,Information Technology,Singapore,2500,3500,3000
IT Desktop Engineer (2-year Contract),2,IT - Hardware,Manufacturing / Production,12/18/2020,Information Technology,Penang,2500,3500,3000
Digital Marketing,2,Digital Marketing,Manufacturing / Production,12/23/2020,Sales Marketing,Selangor,2000,3500,2750
Management Trainee- Sales,0,Sales - Eng/Tech/IT,Manufacturing / Production,12/16/2020,Sales Marketing,Selangor,2500,2500,2500
Sales Executive,0,Retail Sales,Manufacturing / Production,12/22/2020,Sales Marketing,Selangor,1800,3600,2700
Sales Executive,1,Sales - Corporate,Manufacturing / Production,12/18/2020,Sales Marketing,Selangor,4000,6500,5250
Sales Executive,0,Sales - Corporate,Manufacturing / Production,12/14/2020,Sales Marketing,Selangor,2500,2500,2500
Sales Executive - (Attractive Remuneration with ...,0,Retail Sales,Manufacturing / Production,12/14/2020,Sales Marketing,Johor,2500,2500,2500
Front Office cum Housekeeping Supervisor,0,Hotel/Tourism,Hotel / Hospitality,12/26/2020,Hotel Restaurant,Kuala Lumpur,2500,2500,2500
Guest Relations Officer / Executive (Front Office),0,Hotel/Tourism,Hotel / Hospitality,12/28/2020,Hotel Restaurant,Singapore,2500,3500,3000
Kitchen Department,2,Food/Beverage/Restaurant,Hotel / Hospitality,12/20/2020,Hotel Restaurant,Negeri Sembilan,2500,2500,2500
Sales Admin Coordinator - 6 months contract,0,Sales - Corporate,Hotel / Hospitality,12/27/2020,Sales Marketing,Selangor,1500,1800,1650
Accounting Assistant (Fresh Graduate Welcome)@Bandar...,0,General/Cost Accounting,HR Mgmt / Consulting,12/23/2020,Accounting and Finance,Selangor,2000,2600,2300
Accounts Assistant (Fresh Graduate - Immediate ...,0,General/Cost Accounting,HR Mgmt / Consulting,12/16/2020,Accounting and Finance,Johor,1800,2500,2150
Accounts Payable Analyst - Japanese Speaker (Fresh ...,1,General/Cost Accounting,HR Mgmt / Consulting,12/17/2020,Accounting and Finance,Kuala Lumpur,4000,6000,5000
AML KYC Analyst (Banking)@Jalan Ampang,0,Banking/Financial,HR Mgmt / Consulting,12/17/2020,Accounting and Finance,Kuala Lumpur,2900,3100,3000
Banking Financial Crime Compliance - Immediate Hiring,0,Corporate Finance/Investment,HR Mgmt / Consulting,12/23/2020,Accounting and Finance,Kuala Lumpur,1800,2200,2000
Banking Operation Analyst - Immediate Hiring,0,Banking/Financial,HR Mgmt / Consulting,12/29/2020,Accounting and Finance,Kuala Lumpur,2000,2200,2100
Collection Officer (SPM / Fresh Graduate Welcome! Up...,0,Corporate Finance/Investment,HR Mgmt / Consulting,12/15/2020,Accounting and Finance,Selangor,1700,1900,1800
Inbound Call Centre Executive for International Bank...,0,Banking/Financial,HR Mgmt / Consulting,12/22/2020,Accounting and Finance,Kuala Lumpur,2500,2500,2500
Research Assistant (Mandarin Language Skills Required),0,Banking/Financial,HR Mgmt / Consulting,12/29/2020,Accounting and Finance,Penang,2500,2500,2500
Trade Operations Associate,3,Banking/Financial,HR Mgmt / Consulting,12/30/2020,Accounting and Finance,Kuala Lumpur,60000,60000,60000
Content Writer / Copywriter (Global Estate I Fresh ...,0,Advertising,HR Mgmt / Consulting,12/19/2020,Arts Media Communication,Selangor,2500,2500,2500
Videographer (Global Estate / Normal Working Hour / ...,0,Advertising,HR Mgmt / Consulting,12/17/2020,Arts Media Communication,Kuala Lumpur,2100,2300,2200
JAPANESE SPEAKING  SECURITY SERVICES CONTROL [REF: CL],0,IT - Network/Sys/DB Admin,HR Mgmt / Consulting,12/15/2020,Information Technology,Kuala Lumpur,2500,2500,2500
Senior Technician Customer Network Management - ...,0,IT - Network/Sys/DB Admin,HR Mgmt / Consulting,12/21/2020,Information Technology,Pahang,1000,1200,1100
Senior Technician Customer Network Operation - ...,0,IT - Network/Sys/DB Admin,HR Mgmt / Consulting,12/21/2020,Information Technology,Johor,1000,1200,1100
Software Engineer I,0,IT - Software,HR Mgmt / Consulting,12/21/2020,Information Technology,Penang,2500,2500,2500
Human Resource & Admistration Executive (Fresh ...,0,Human Resources,HR Mgmt / Consulting,12/31/2020,Human Resource,Selangor,2500,3000,2750
Payroll Analyst,0,Human Resources,HR Mgmt / Consulting,12/28/2020,Human Resource,Kuala Lumpur,2500,2500,2500
Area Sales - FMCG (Fresh Grad welcome) @ Sabah (Ref:...,0,Sales - Corporate,HR Mgmt / Consulting,12/17/2020,Sales Marketing,Sabah,2500,2500,2500
Inside Sales Support (Fresh Graduate),0,Sales - Corporate,HR Mgmt / Consulting,12/14/2020,Sales Marketing,Penang,2500,2500,2500
"JV 298 Social Media Sales Representative, Native ...",0,Sales - Eng/Tech/IT,HR Mgmt / Consulting,12/22/2020,Sales Marketing,Kuala Lumpur,2500,3500,3000
Key Account Executive (Central),1,Retail Sales,HR Mgmt / Consulting,12/16/2020,Sales Marketing,Selangor,2500,3500,3000
Product Consultant Call Centre (Office Hour / ...,0,Telesales/Telemarketing,HR Mgmt / Consulting,12/22/2020,Sales Marketing,Kuala Lumpur,1500,1700,1600
Recruitment Consultant (Chinese and Cantonese Speaker),0,Marketing/Business Dev,HR Mgmt / Consulting,12/24/2020,Sales Marketing,Singapore,10800,15000,12900
Sales & Marketing (Global Company / PJ / Immediate ...,0,Marketing/Business Dev,HR Mgmt / Consulting,12/28/2020,Sales Marketing,Selangor,2500,3500,3000
Sales & Marketing Executive (Basic 2K + Commission ...,0,Sales - Corporate,HR Mgmt / Consulting,12/28/2020,Sales Marketing,Kuala Lumpur,10000,15000,12500
Sales & Marketing Executive (Basic RM 2000 + ...,0,Sales - Corporate,HR Mgmt / Consulting,12/15/2020,Sales Marketing,Kuala Lumpur,10000,15000,12500
Sales Executive,0,Sales - Financial Services,HR Mgmt / Consulting,12/29/2020,Sales Marketing,Kuala Lumpur,1800,2500,2150
Sales Executive (FMCG) Fresh Graduate Welcome! @...,0,Retail Sales,HR Mgmt / Consulting,12/17/2020,Sales Marketing,Sabah,2500,4000,3250
Sales Support Needed in PJ (2 Months contract),0,Sales - Corporate,HR Mgmt / Consulting,12/17/2020,Sales Marketing,Selangor,2500,3100,2800
Seller Management (Immediate Hiring),0,Telesales/Telemarketing,HR Mgmt / Consulting,12/22/2020,Sales Marketing,Selangor,2200,2800,2500
Specialist Recruiter (Graduate Program),0,Marketing/Business Dev,HR Mgmt / Consulting,12/14/2020,Sales Marketing,Singapore,2800,3500,3150
Technical Sales Executive (Animal Feed Additives),3,Retail Sales,HR Mgmt / Consulting,12/16/2020,Sales Marketing,Selangor,2500,3500,3000
Telesales (Basic + Up to 10k Comm I Fresh Welcome - ...,0,Telesales/Telemarketing,HR Mgmt / Consulting,12/15/2020,Sales Marketing,Kuala Lumpur,3000,5000,4000
Telesales Executive “SPM / Fresh Welcome”(Up to 10k ...,0,Telesales/Telemarketing,HR Mgmt / Consulting,12/20/2020,Sales Marketing,Kuala Lumpur,2500,2500,2500
Telesales ???? (?? + ???? RM15K),0,Telesales/Telemarketing,HR Mgmt / Consulting,12/29/2020,Sales Marketing,Kuala Lumpur,3000,5000,4000
"Associate, Management Reports - (20000292)",0,Banking/Financial,Insurance,12/16/2020,Accounting and Finance,Kuala Lumpur,2500,2500,2500
"Executive, Actuarial Valuation and Financial ...",0,Banking/Financial,Insurance,12/15/2020,Accounting and Finance,Kuala Lumpur,2500,3500,3000
Life Planner,2,Banking/Financial,Insurance,12/20/2020,Accounting and Finance,Penang,2000,4000,3000
Mortgage Consultant (Internship),0,Banking/Financial,Insurance,12/29/2020,Accounting and Finance,Selangor,500,600,550
PROTÉGÉ,0,Corporate Finance/Investment,Insurance,12/24/2020,Accounting and Finance,Kuala Lumpur,1500,2500,2000
TAKAFUL CONSULTANT,1,Banking/Financial,Insurance,12/28/2020,Accounting and Finance,Selangor,2500,5000,3750
HR Recruitment Assistant Intern (March Intake),0,Human Resources,Insurance,12/29/2020,Human Resource,Selangor,500,600,550
"AIA LIFE / TAKAFUL PLANNER (Earn up to RM15,000)",0,Sales - Financial Services,Insurance,12/29/2020,Sales Marketing,Kuala Lumpur,5000,9000,7000
"AIA Life Planner (RM2,000-RM9,000) + Komisyen (...",2,Sales - Financial Services,Insurance,12/25/2020,Sales Marketing,Selangor,2000,9000,5500
Corporate Sales Executive (RM2000 - RM4600++),0,Sales - Corporate,Insurance,12/17/2020,Sales Marketing,Selangor,2500,5000,3750
